Name,Friendly Name,Device Type,Company Name,Company Friendly Name,Site Name,Site Friendly Name,OS,OS Architecture,OS Language,IP Address,External IP Address,System Domain Role,Device Serial Number,Installed Date,System Model,Processor,Processor Type,Number Of Processors,Number of Cores,RAM (GB),Disk Manufacturer/Model,Disk Interface Type,Disk Volume (GB),Partitions,BIOS Version,BIOS Manufacturer,BIOS Serial No,Bios Product,Base Board Manufacturer,Device Time Zone,Last Check Date
bdr-bhm-sql01,bdr-bhm-sql01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.125,80.79.134.68,Member Server,VMware-42 18 ec 39 13 43 dc 3a-6d bb b1 16 22 4d ab 9c,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,2,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,3,VMW71.00V.21100432.B64.2301110304,"VMware, Inc.",VMware-42 18 ec 39 13 43 dc 3a-6d bb b1 16 22 4d ab 9c,BIOS Date: 01/11/2023 Ver: VMW71.00V.21100432.B64.2301110304,Intel Corporation,(UTC +0100) BST,07/21/2025 07:39 am
BDR-LT-AA14559,BDR-LT-AA14559,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.68.64,195.224.83.226,Member Workstation,6PJP1B3,01/08/2025 02:10 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,5,1.38.0,Dell Inc.,6PJP1B3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:59 am
BDR-LT-AA13943-,BDR-LT-AA13943,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.51.130,195.224.83.226,Member Workstation,5JTMML3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.41.1,Dell Inc.,5JTMML3,BIOS Date: 04/30/2025 Ver: 1.41.1,Dell Inc.,(UTC +0100) BST,07/21/2025 09:02 am
DESKTOP-I2SHUB2,DESKTOP-I2SHUB2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.56.79,195.224.78.142,Member Workstation,0F3CC6B24283FB,01/10/2025 12:00 pm,Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,Central Processor,1,10,16.00,(Standard disk drives) / MZ9L4512HBLU-00BMV-SAMSUNG,SCSI,476.94,3,21.106.143,Microsoft Corporation,0F3CC6B24283FB,BIOS Date: 03/13/2025 Ver: 21.106.143,Microsoft Corporation,(UTC +0100) BST,07/18/2025 02:38 pm
BDR-LT-2319,BDR-LT-2319,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),10.80.247.135,195.224.83.226,Member Workstation,62THGG3,10/14/2024 12:10 pm,Precision 3561,11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,Central Processor,1,8,16.00,(Standard disk drives) / NVMe PC711 NVMe SK hynix 512GB,SCSI,476.94,4,1.36.0,Dell Inc.,62THGG3,BIOS Date: 02/10/2025 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:04 am
BDR-LT-AA11319,BDR-LT-AA11319,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 21H2,64-bit,English (United Kingdom),192.168.51.216,195.224.83.226,Member Workstation,1WVF2J3,10/14/2024 12:09 pm,Latitude 5420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe BC711 NVMe SK hynix 256GB,SCSI,238.47,3,1.46.1,Dell Inc.,1WVF2J3,BIOS Date: 04/23/2025 Ver: 1.46.1,Dell Inc.,(UTC +0100) BST,07/21/2025 08:44 am
Support2,Support2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 7 Professional 6.1.7601,32-bit,English (United Kingdom),192.168.51.76,195.224.83.226,Member Workstation,CZC9502GSV,01/31/2025 12:16 pm,HP Compaq 6000 Pro MT PC,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,Central Processor,1,2,12.04,(Standard disk drives) / Generic- SD/MMC/MS/MSPRO USB Device,USB,0.00,0,786G2 v01.09,Hewlett-Packard,CZC9502GSV,BIOS Date: 08/25/2009 Ver: 786G2 v01.09,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:06 pm
BDR-LT-15295,BDR-LT-15295,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United Kingdom),192.168.56.69,195.224.78.142,Member Workstation,PF49WF37,11/15/2024 01:36 pm,82TT,12th Gen Intel(R) Core(TM) i7-1255U,Central Processor,1,10,16.00,(Standard disk drives) / SAMSUNG MZAL4512HBLU-00BL2,SCSI,476.94,3,JKCN42WW,LENOVO,PF49WF37,BIOS Date: 09/06/2023 Ver: JKCN42WW,LENOVO,(UTC +0100) BST,07/21/2025 09:09 am
BDR-LT-AA14252,BDR-LT-AA14252,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.51.123,195.224.83.226,Member Workstation,7S79JS3,10/14/2024 12:09 pm,Latitude 3440,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,8.00,(Standard disk drives) / NVMe PM9B1 NVMe Samsung 256GB,SCSI,238.47,4,1.22.0,Dell Inc.,7S79JS3,BIOS Date: 03/25/2025 Ver: 1.22.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:14 am
BDR-LT-1790,BDR-LT-1790,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.1.110,92.28.106.159,Standalone Workstation,H884XZ2,10/14/2024 12:09 pm,Vostro 5490,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,Central Processor,1,4,24.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,3,1.22.0,Dell Inc.,H884XZ2,BIOS Date: 12/26/2022 Ver: 1.22.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:53 am
BDR-CTX-RDS12,BDR-CTX-RDS12,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.124,80.79.134.68,Member Server,VMware-42 18 34 54 dc 97 52 b4-70 43 34 88 d6 2e 60 97,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,4,2,48.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,4,VMW71.00V.21100432.B64.2301110304,"VMware, Inc.",VMware-42 18 34 54 dc 97 52 b4-70 43 34 88 d6 2e 60 97,BIOS Date: 01/11/2023 Ver: VMW71.00V.21100432.B64.2301110304,Intel Corporation,(UTC +0100) BST,07/20/2025 01:41 pm
HPBook,HPBook,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.0.39,94.15.90.160,Standalone Workstation,CND137BGTJ,05/01/2025 03:50 pm,HP ZBook Fury 15 G7 Mobile Workstation,Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,Central Processor,1,6,16.00,(Standard disk drives) / WDC PC SN730 SDBPNTY-512G-1006,SCSI,476.94,3,S92 Ver. 01.20.00,HP,CND137BGTJ,BIOS Date: 01/14/2025 Ver: S92 Ver. 01.20.00,HP,(UTC +0100) BST,05/03/2025 06:17 pm
BDR-LT-AA14243,BDR-LT-AA14243,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),192.168.51.82,195.224.83.226,Member Workstation,4HB0S54,05/16/2025 10:52 am,Latitude 3450,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,8.00,(Standard disk drives) / NVMe PC SN5000S WD 512GB,SCSI,476.94,4,1.13.1,Dell Inc.,4HB0S54,BIOS Date: 05/13/2025 Ver: 1.13.1,Dell Inc.,(UTC +0100) BST,07/21/2025 09:09 am
BDR-LT-AA15369,AA15369,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"172.17.80.1, 10.10.2.54, 172.30.128.1, 10.5.0.2",41.132.67.243,Standalone Workstation,C549HX3,01/08/2025 05:04 pm,Latitude 3540,13th Gen Intel(R) Core(TM) i7-1355U,Central Processor,1,10,40.00,(Standard disk drives) / NVMe PM9B1 NVMe Samsung 512GB,SCSI,476.94,4,1.20.0,Dell Inc.,C549HX3,BIOS Date: 02/07/2025 Ver: 1.20.0,Dell Inc.,(UTC +0200) SAST,05/12/2025 04:23 pm
LT-14013,LT-14013,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.51.149,195.224.83.226,Member Workstation,BZW8FX3,01/07/2025 01:10 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe PM9B1 NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,BZW8FX3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0000) GMT,04/04/2025 10:58 am
bdr-bhm-sql01,bdr-bhm-sql01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.125,80.79.134.68,Member Server,VMware-42 18 ec 39 13 43 dc 3a-6d bb b1 16 22 4d ab 9c,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,2,2,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,150.00,1,VMW71.00V.21100432.B64.2301110304,"VMware, Inc.",VMware-42 18 ec 39 13 43 dc 3a-6d bb b1 16 22 4d ab 9c,BIOS Date: 01/11/2023 Ver: VMW71.00V.21100432.B64.2301110304,Intel Corporation,(UTC +0100) BST,07/21/2025 07:39 am
AA14674,AA14674,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.0.125,86.23.185.55,Standalone Workstation,0F36QMP24133FB,10/14/2024 12:10 pm,Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,Central Processor,1,10,16.00,(Standard disk drives) / KBG50ZNS256G-KIOXIA,SCSI,238.47,3,21.106.143,Microsoft Corporation,0F36QMP24133FB,BIOS Date: 03/13/2025 Ver: 21.106.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 08:04 am
BDR-LT-AA11487,BDR-LT-AA11487,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United Kingdom),192.168.56.61,195.224.78.142,Member Workstation,DC9XKG3,01/08/2025 03:46 pm,Precision 3561,11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,Central Processor,1,8,16.00,(Standard disk drives) / PC SN730 NVMe WDC 512GB,SCSI,476.94,3,1.36.0,Dell Inc.,DC9XKG3,BIOS Date: 02/10/2025 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/18/2025 01:37 pm
BDR-LT-AA13078,BDR-LT-AA13078,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.51.99,195.224.83.226,Member Workstation,1L2WRL3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / KBG50ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.40.0,Dell Inc.,1L2WRL3,BIOS Date: 03/04/2025 Ver: 1.40.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:41 am
BDRCPT-JVJ0534,BDRCPT-JVJ0534,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford, ,64-bit,-,10.10.2.64,41.132.67.243,Standalone Workstation,JVJ0534,05/19/2025 02:13 pm,Vostro 16 5640,Intel(R) Core(TM) 5 120U,Central Processor,1,10,16.00,(Standard disk drives) / P41PL NVMe SOLIDIGM 512GB,-,476.94,0,1.10.0,Dell Inc.,JVJ0534,BIOS Date: 02/10/2025 Ver: 1.10.0,Dell Inc.,(UTC +0200) SAST,07/21/2025 08:58 am
BDR-LT-AA13141,BDR-LT-13141,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United States),172.19.40.12,195.224.83.226,Standalone Workstation,B0YKWL3,06/11/2025 10:28 am,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.41.1,Dell Inc.,B0YKWL3,BIOS Date: 04/30/2025 Ver: 1.41.1,Dell Inc.,(UTC +0100) BST,07/21/2025 09:14 am
BDR-LT-AA11490,BDR-LT-11490,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.51.154,195.224.83.226,Standalone Workstation,C8YK3B3,12/27/2024 02:04 pm,Latitude 5320,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,3,1.40.0,Dell Inc.,C8YK3B3,BIOS Date: 09/12/2024 Ver: 1.40.0,Dell Inc.,(UTC +0000) GMT,03/20/2025 01:57 pm
BDR-LT-13060,BDR-LT-13060,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),10.10.10.13,195.224.83.226,Member Workstation,68TMML3,10/14/2024 12:10 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,68TMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:02 am
BDR-LT-13050,BDR-LT-13050,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United Kingdom),192.168.51.204,195.224.83.226,Member Workstation,2CTMML3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,2CTMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/09/2025 12:59 pm
BDR-LT-AA13058,BDR-LT-AA13058,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Enterprise 22H2,64-bit,English (United Kingdom),192.168.1.193,145.40.153.32,Standalone Workstation,BDTMML3,04/14/2025 02:51 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,BDTMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/18/2025 08:58 am
BDR-LT-AA13236,BDR-LT-AA13236,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.51.132,195.224.83.226,Member Workstation,BJXT5T3,10/14/2024 12:09 pm,OptiPlex 3000,12th Gen Intel(R) Core(TM) i3-12100T,Central Processor,1,4,8.00,(Standard disk drives) / NVMe KBG50ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.31.0,Dell Inc.,BJXT5T3,BIOS Date: 03/26/2025 Ver: 1.31.0,Dell Inc.,(UTC +0100) BST,07/18/2025 11:14 am
BDR-LT-AA11418,BDR-LT-AA11418,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.0.64,195.224.83.226,Member Workstation,5R3HHG3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,5R3HHG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:00 am
BDR-COL-13129,BDR-LT-AA13129,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),194.0.10.89,62.105.82.130,Standalone Workstation,001391722957,04/07/2025 05:16 pm,Surface Laptop 4,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / HFM256GDGTNI-82A0A,SCSI,238.47,3,30.101.143,Microsoft Corporation,001391722957,BIOS Date: 10/16/2024 Ver: 30.101.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 09:18 am
SAP-Testing-03,SAP-Testing-03,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.156,80.79.134.68,Standalone Server,VMware-42 18 53 34 a2 c5 33 11-79 4c 68 06 e5 b0 2e 85,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,8,1,64.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,1024.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 53 34 a2 c5 33 11-79 4c 68 06 e5 b0 2e 85,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 12:05 pm
BDRLocals-MacBook-Pro.local,BDRLocals-MBP,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,macOS 13.7.6,amd64,en_US,"192.168.50.155, 192.168.50.213",88.202.204.18,Standalone Workstation,C02WD5M0HTD6,01/10/2025 02:36 pm,"MacBookPro14,3",Quad-Core Intel Core i7,-,1,4,16.00,-,PCI-Express,465.92,2,-,-,-,-,Apple Inc.,(UTC +0100) BST,07/21/2025 09:12 am
ModemPC,ModemPC,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 7 Professional 6.1.7601,64-bit,English (United Kingdom),192.168.51.102,195.224.83.226,Member Workstation,PC08DA7W,10/14/2024 12:10 pm,10DS000TUK,Intel(R) Core(TM) i5-4460S CPU @ 2.90GHz,Central Processor,1,4,8.00,(Standard disk drives) / CT240BX2 00SSD1 SCSI Disk Device,IDE,223.57,2,FCKT72AUS,LENOVO,PC08DA7W,BIOS Date: 08/04/2015 Ver: FCKT72AUS,LENOVO,(UTC +0100) BST,07/21/2025 02:42 am
LlyodK-PC,LlyodK-PC,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United States),10.10.2.68,41.132.67.243,Standalone Workstation,7LZTC24,01/09/2025 09:47 am,Vostro 16 5640,Intel(R) Core(TM) 5 120U,Central Processor,1,10,16.00,(Standard disk drives) / NVMe 2400A NVMe Micron 512GB,SCSI,476.94,5,1.12.2,Dell Inc.,7LZTC24,BIOS Date: 05/09/2025 Ver: 1.12.2,Dell Inc.,(UTC +0200) SAST,07/21/2025 03:05 am
BDR-LT-13317,BDR-LT-13317,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.51.138,86.10.102.32,Member Workstation,GNY8FX3,01/09/2025 11:59 am,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe PM9B1 NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,GNY8FX3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:52 am
ad04,ad04,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),192.168.56.249,195.224.78.142,Backup Domain Controller,8072BR2,10/14/2024 12:10 pm,PowerEdge R230,Intel(R) Xeon(R) CPU E3-1220 v6 @ 3.00GHz,Central Processor,1,4,16.00,(Standard disk drives) / DELL PERC H730 Adp SCSI Disk Device,SCSI,3725.50,3,2.4.3,Dell Inc.,8072BR2,BIOS Date: 01/31/2018 Ver: 2.4.3,Dell Inc.,(UTC +0100) BST,07/20/2025 08:32 pm
BDR-LT-AA15707,BDR-LT-AA15707,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"192.168.255.152, 192.168.51.83",195.224.83.226,Standalone Workstation,D3CDT93,12/02/2024 01:46 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,D3CDT93,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/18/2025 08:04 am
COMECLTNEW-004,COMECLTNEW-004,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),"192.168.100.101, 192.168.23.1, 10.175.78.42, 192.168.248.1",176.20.159.150,Member Workstation,1H9NLG3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.41.1,Dell Inc.,1H9NLG3,BIOS Date: 04/30/2025 Ver: 1.41.1,Dell Inc.,(UTC +0100) BST,07/21/2025 09:20 am
BDR-LT-AA13076,BDR-LT-AA13076,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.56.44,195.224.78.142,Member Workstation,1N2WRL3,01/10/2025 01:50 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / KBG50ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,1N2WRL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/18/2025 01:23 pm
BDR-CTX-RDS11,BDR-CTX-RDS11,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.123,80.79.134.68,Member Server,VMware-42 18 6b e2 44 b7 d7 ca-c5 71 cc 36 23 16 12 2e,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,4,2,48.00,(Standard disk drives) / Microsoft Virtual Disk,SCSI,29.30,1,VMW71.00V.16460286.B64.2006250725,"VMware, Inc.",VMware-42 18 6b e2 44 b7 d7 ca-c5 71 cc 36 23 16 12 2e,BIOS Date: 06/25/2020 Ver: VMW71.00V.16460286.B64.2006250725,Intel Corporation,(UTC +0100) BST,07/20/2025 05:26 pm
TFMLAP83,TFMLAP83,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.60,82.11.22.103,Member Workstation,5CD8373BFL,01/13/2025 04:09 pm,HP ProBook 450 G5,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / SK hynix PC401 HFS256GD9TNG-62A0A,SCSI,238.47,3,Q85 Ver. 01.31.00,HP,5CD8373BFL,BIOS Date: 01/15/2025 Ver: Q85 Ver. 01.31.00,HP,(UTC +0100) BST,07/20/2025 10:14 am
AA13685,AA13685,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"172.30.64.1, 10.80.198.113",85.255.237.134,Standalone Workstation,0F017JF215100C,09/24/2024 03:14 pm,Surface Laptop Studio,11th Gen Intel(R) Core(TM) i7-11370H @ 3.30GHz,Central Processor,1,4,16.00,(Standard disk drives) / SAMSUNG MZ9LQ512HALU-00000,SCSI,476.94,3,30.102.143,Microsoft Corporation,0F017JF215100C,BIOS Date: 10/16/2024 Ver: 30.102.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 08:53 am
BDR-LT-AA13134,BDR-LT-AA13134,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.129,195.224.83.226,Member Workstation,45KP1B3,03/05/2025 03:08 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,45KP1B3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:02 am
Support2,Support2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 7 Professional 6.1.7601,32-bit,English (United Kingdom),192.168.51.76,195.224.83.226,Member Workstation,CZC9502GSV,01/31/2025 12:16 pm,HP Compaq 6000 Pro MT PC,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,Central Processor,1,2,12.04,(Standard disk drives) / Generic- MS/MS-Pro/HG USB Device,USB,0.00,0,786G2 v01.09,Hewlett-Packard,CZC9502GSV,BIOS Date: 08/25/2009 Ver: 786G2 v01.09,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:06 pm
BDR-LT-2255,BDR-LT-2255,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.11,80.79.134.68,Member Workstation,FN9T2K2,01/09/2025 09:38 am,Vostro 15-3568,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,Central Processor,1,2,4.00,(Standard disk drives) / KINGSTON SUV400S37120G,IDE,111.79,3,3.3.0,Dell Inc.,FN9T2K2,BIOS Date: 01/17/2019 Ver: 3.3.0,Dell Inc.,(UTC +0100) BST,05/01/2025 08:35 am
